Key,Description,Standard,fr
SAY.cinna flowchart.946.,,"His voice drifts off as his eyelids flicker, and he soon starts to snore.{wc}On my own again, and unsure what to think, I quickly pace back the way I came. ","Sa voix s'affaiblit peu à peu, tandis que ses paupières clignotent, et il se met bientôt à ronfler.{wc}Me retrouvant à nouveau seule, ne sachant plus trop quoi penser, je rebrousse rapidement chemin. "
SAY.cinna flowchart.1036.,,"Thankfully, it isn't long before I find myself in the village square, and from there I just follow the road.","Heureusement, je ne tarde pas à me retrouver sur la place du village, et de là, je n'ai plus qu'à suivre la route."
SAY.cinna flowchart.948.,,"It takes a few tries, but I eventually retrace my path through the forest, and find myself outside of Mary's hut again.{wc}However, when I push open the front door, I see her, sitting at the table.","Il me faut plusieurs tentatives, mais je finis par retrouver mon chemin à travers la forêt et me retrouve à nouveau devant la maison de Mary.{wc}Cependant, lorsque j'ouvre la porte d'entrée, je l'aperçois, assise à table."
SAY.cinna flowchart.951.Mary,,Hazel? Where were you?,Hazel ? Où étais-tu ?
SAY.cinna flowchart.953.Hazel,,"Oh, I was just looking at the garden.","Ah, je regardais juste le jardin."
SAY.cinna flowchart.955.Hazel,,It's really pretty! You've got some beautiful flowers growing in it.,Il est vraiment joli ! Tu as de magnifiques fleurs qui y poussent.
SAY.cinna flowchart.958.Mary,,"It is, isn't it? I can show you around in more detail if you'd like.","Il l'est, n'est-ce pas ? Je peux te le montrer plus en détail si tu le souhaites."
SAY.cinna flowchart.960.Hazel,,Maybe another time. I'm pretty tired.,Peut-être une autre fois. Je suis un peu fatiguée.
SAY.cinna flowchart.962.,,"Mary smiles at me, and I return to my room, shaking slightly.",Mary me sourit. Je retourne dans ma chambre en tremblant légèrement.
SAY.cinna flowchart.963.,,"That night, I have fitful dreams of fire, and gallows, and bloody hands.","Cette nuit-là, j'ai fait des rêves affreux, remplis de feu, de potences et de mains ensanglantées."
SAY.cinna flowchart.1046.Hazel,,"It's not much, but how about this?","Ce n'est pas grand-chose, mais qu'en penses-tu ?"
SAY.cinna flowchart.1068.,,"I pull out the daffodil stalk, careful not to crush it. The girl visibly lights up.","J'arrache la tige de la jonquille, en prenant soin de ne pas l'écraser. Le visage de la fille s'illumine."
SAY.cinna flowchart.1051.Adrianne,,"Oh, thank you!","Oh, merci !"
SAY.cinna flowchart.1053.,,"She holds the flower up to her nose, and breathes it in, then gives me a coy smile.","Elle approche la fleur de son nez, en respire le parfum, puis m'adresse un sourire."
SAY.cinna flowchart.1056.Adrianne,,This flower...,Cette fleur...
SAY.cinna flowchart.1058.Adrianne,,Should I take it to mean something?,Je dois y voir une signification particulière ?
MENU.cinna flowchart.1059,,Um...,Euh...
MENU.cinna flowchart.1060,,What do you mean?,Qu'est-ce que tu veux dire ?
CHARACTER.Mary,,Mary,Mary
CHARACTER.Hazel,,Hazel,Hazel
CHARACTER.Old Man,,Old Man,Vieil homme
CHARACTER.Adrianne,,Adrianne,Adrianne
CHARACTER.Note,,Note,Mot
CHARACTER.Vendor,,Vendor,Vendeuse
CHARACTER.Crier,,Crier,Crieur
